1.99e+09,-5579.03,239823,-229.851,-2.62215e-06,9.4292e-05,9.60052e-07
330,4.28249e+07,3.92545e+07,-1971.18,-24.2725,41.1908,0.00088124
73.4,8.29906e+07,-1.16692e+08,33406.3,25.2355,16.2297,-0.00587991
2750,1.9108e+08,-3.68168e+07,-1109.19,4.95655,25.6408,0.000184031
642,-7.55529e+07,2.26839e+08,-150.672,-22.3586,-7.50087,-0.00027437
486,-5.54181e+07,-2.62441e+08,-719.283,21.7364,-4.6241,0.00022335
9.83333,-2.44029e+08,-1.1771e+07,1.86616e+06,10.2006,-19.5867,2.94021
9.83333,-6.55244e+07,-3.59171e+08,1.56833e+07,19.5341,14.7923,-0.583944
9.83333,5.63932e+07,-1.33458e+08,3.53843e+07,25.9032,3.74864,-1.09124
9.83333,-2.84653e+08,-1.20683e+08,3.68393e+07,10.0943,-13.1415,3.9832
9.83333,6.97578e+07,-1.09272e+08,-1.37926e+07,27.4253,3.19648,0.224459
9.83333,-4.0705e+08,2.65903e+08,5.41951e+07,-8.21285,-7.73939,-1.58377
9.83333,-5.5164e+08,1.96688e+08,-3.31741e+07,-2.86762,-8.70835,1.5917
9.83333,-1.74682e+07,-3.27902e+08,-4.56658e+07,16.6764,12.3559,1.49996
9.83333,-5.36969e+07,8.08716e+07,2.38838e+07,-25.4406,-28.7347,-8.86801
9.83333,-1.79409e+07,6.21932e+07,9.87045e+06,-45.0625,-27.7739,-4.44992
9.83333,-4.87602e+08,3.22371e+08,-4.42367e+07,-6.01763,-7.14317,0.969161
9.83333,9.51146e+07,-7.9398e+07,-1.98279e+07,27.6016,22.5331,5.64131
9.83333,1.45022e+08,7.84131e+06,1.92295e+06,-6.44222,21.2568,5.1726
9.83333,-5.78887e+08,4.77937e+08,4.73958e+07,-8.56139,-2.93417,-0.395684
9.83333,1.46866e+08,7.15957e+07,4.72006e+06,-7.31627,20.4318,1.21148
9.83333,1.15245e+08,4.70542e+07,5.55735e+06,-22.1205,19.1331,2.00918
9.83333,-5.36964e+07,8.08719e+07,2.38819e+07,-25.6348,-28.3763,-8.08568
9.83333,-2.05843e+08,4.25695e+08,-3.64397e+07,-17.3329,7.41054,-0.781583
9.83333,-1.77812e+07,-3.27869e+08,-4.5375e+07,17.4328,12.5366,1.64481
9.83333,-1.6482e+08,-3.42197e+08,6.69102e+07,15.8769,1.21767,-0.230232
9.83333,1.64784e+07,-2.0163e+08,5.27392e+07,24.4538,12.7769,-3.34647
9.83333,-5.60227e+07,4.80553e+07,-8.71309e+06,-32.316,-37.3015,6.81356
9.83333,1.46947e+08,-1.4006e+06,-99561.8,0.892,20.0059,1.03055
9.83333,-1.95587e+07,-6.70664e+07,-1.49026e+07,42.4744,-25.2456,-5.5754
